"Outbound Time Stamp 2021-12-02T02:00:00-05:00 Inbound Last Received Time Stamp 2021-12-01T21:06:01-05:00 Inbound Last Changed Time Stamp 2021-12-01T21:06:01-05:00 Environment Name PROD Total Count 612206"
"SP","ATA","AID","BPOA","EPOA","A","MAIN","SUB","Admin Bureau","GWA TAS","GWA TAS Name","Agency Name","BETC","BETC Name","Effective Date","Suspend Date","IsCredit","Adj BETC","STAR TAS","STAR Dept Reg","STAR Dept Xfer","STAR Main Acct","Txn Type","Acct Type","Acct Type Description","Fund Type","Fund Type Description"
"","","000","2020","2020","","0100","000","01","00200100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DISSUBAJ","Adjustment to Subsidy Payment from Program to Financing Account, Credit Reform","2019-10-01","","1","","00200100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2020","2020","","0100","000","01","00200100","Compensation of Members and Related Administrative Expenses, Senate","Congress","JRCR","Appropriation - Other Joint Resolution/Continuing Resolution","2019-10-01","","1","","00200100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2020","2020","","0100","000","01","00200100","Compensation of Members and Related Administrative Expenses, Senate","Congress","RAPPRC","Reappropriation","2019-10-01","","1","","00200100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2020","2020","","0100","000","01","00200100","Compensation of Members and Related Administrative Expenses, Senate","Congress","RAPPRD","Reappropriation","2019-10-01","","0","","00200100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2020","2020","","0100","000","01","00200100","Compensation of Members and Related Administrative Expenses, Senate","Congress","READXFRC","Repayable Advance Transfer, Increase","2019-10-01","","1","","00200100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2020","2020","","0100","000","01","00200100","Compensation of Members and Related Administrative Expenses, Senate","Congress","READXFRD","Repayable Advance Transfer, Decrease","2019-10-01","","0","","00200100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2020","2020","","0100","000","01","00200100","Compensation of Members and Related Administrative Expenses, Senate","Congress","RS","Appropriation - Other Rescission(s)","2019-10-01","","1","","00200100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2020","2020","","0100","000","01","00200100","Compensation of Members and Related Administrative Expenses, Senate","Congress","RSADV","Rescission of Appropriation - Definite - Advance","2020-06-02","","1","","00200100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2020","2020","","0100","000","01","00200100","Compensation of Members and Related Administrative Expenses, Senate","Congress","RSAP","Rescission of Appropriation - Definite - Regular","2020-06-02","","1","","00200100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2020","2020","","0100","000","01","00200100","Compensation of Members and Related Administrative Expenses, Senate","Congress","RSIND","Rescission of Appropriation - Indefinite - Regular","2020-06-02","","1","","00200100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2020","2020","","0100","000","01","00200100","Compensation of Members and Related Administrative Expenses, Senate","Congress","RSINDADV","Rescission of Appropriation - Indefinite - Advance","2020-06-02","","1","","00200100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2020","2020","","0100","000","01","00200100","Compensation of Members and Related Administrative Expenses, Senate","Congress","RSUBADV","Rescission of Unobligated Balances  - Definite - Advance","2020-06-02","","1","","00200100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2020","2020","","0100","000","01","00200100","Compensation of Members and Related Administrative Expenses, Senate","Congress","RSUBAP","Rescission of Unobligated Balances  - Definite - Regular","2020-06-02","","1","","00200100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2020","2020","","0100","000","01","00200100","Compensation of Members and Related Administrative Expenses, Senate","Congress","SW","Surplus, Unavailable for Restoration","2019-10-01","","0","","00200100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2020","2020","","0100","000","01","00200100","Compensation of Members and Related Administrative Expenses, Senate","Congress","SWYE","Surplus, Year End Closing Cancellation of Expired Account Balances","2019-10-01","","0","","00200100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2020","2020","","0100","000","01","00200100","Compensation of Members and Related Administrative Expenses, Senate","Congress","SWYEAR","Surplus, Year-End Closing Cancellation, Unavailable for Restoration","2019-10-01","","0","","00200100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2020","2020","","0100","000","01","00200100","Compensation of Members and Related Administrative Expenses, Senate","Congress","SWYERV","Reversal of Surplus, Year End Closing Cancellation of Expired Account Balances","2019-10-01","","1","","00200100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","AP","Appropriation - Definite - Regular","2020-10-01","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APADV","Appropriation - Definite - Advance","2020-10-01","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APCRREF","Appropriation - Reestimated Loan Subsidy (Credit Reform)","2020-10-01","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APDF","Appropriation - Debt Forgiveness","2020-06-02","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APDLA","Appropriation - Debt Liquidation Appropriation","2020-06-02","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APIND","Appropriation - Indefinite - Regular","2020-10-01","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APINDADV","Appropriation - Indefinite - Advance","2020-06-02","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APINDPYA","Appropriation - Indefinite - PY Upward Adjustment","2020-06-02","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APINDW","Appropriation - Indefinite - Withdrawn","2020-06-02","","0","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APINDYEC","Indefinite, Year End Closing Adjustment, Credit","2020-10-01","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APINDYED","Indefinite, Year End Closing Adjustment, Debit","2020-10-01","","0","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APLAE","Appropriation - Loan Administrative Expense","2020-06-02","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APLOCA","Appropriation - Liquidation of Contract Authority","2020-06-02","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APLOD","Appropriation - Liquidation of Deficiency","2020-06-02","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APLS","Appropriation - Loan Subsidy","2020-06-02","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APOTH","Appropriation - Other","2020-10-01","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APROP","Appropriation Warrants","2020-10-01","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","AXFERC","Appropriation Transfer, increase","2020-10-01","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","AXFERD","Appropriation Transfer, Decrease","2020-10-01","","0","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","BXFERC","Balance Transfer , Increase","2020-10-01","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","BXFERD","Balance Transfer , Decrease","2020-10-01","","0","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","COLFNFAJ","Adjustments to Collections to a Non-Financing Account from a Financing Account, Credit Reform","2020-10-01","","0","","00210100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","COLL","Offsetting Collection","2020-10-01","","1","COLLAJ","00210100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","COLLAJ","Adjustment to Offsetting Collections","2020-10-01","","0","","00210100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","COLLFNF","Collections to a Non-Financing Account from a Financing Account, Credit Reform","2020-10-01","","1","COLFNFAJ","00210100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","CXFERD","Transfers to General Fund Receipt Accounts","2020-10-01","","0","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DFCXL","Debt Forgiveness - Cancellation of Debt Adjustment","2020-06-02","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DISB","Gross Disbursement","2020-10-01","","0","DISBAJ","00210100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DISBAJ","Adjustment to Gross Disbursements","2020-10-01","","1","","00210100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DISBUR","Upward Reestimate Payment from Program to Financing Account, Credit Reform","2020-10-01","","0","DISBURAJ","00210100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DISBURAJ","Adjustment to Upward Reestimate Payment from Program to Financing Account, Credit Reform","2020-10-01","","1","","00210100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DISFCR","Other Disbursements to the Financing Account, Credit Reform","2020-10-01","","0","DISFCRAJ","00210100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DISFCRAJ","Adjustments to Other Disbursements to the Financing Account, Credit Reform","2020-10-01","","1","","00210100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DISGF","Gross Disbursement of Appropriation Derived from General Fund of US","2020-10-01","","0","DISGFAJ","00210100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DISGFAJ","Gross Disbursement of Appropriation Derived from General Fund of US-Adjustment","2020-10-01","","1","","00210100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DISNGF","Gross Disbursement of Approp & Other Sources Derived from Other than General Fund of US","2020-10-01","","0","DISNGFAJ","00210100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DISNGFAJ","Gross Disbursement of Approp & Other Sources Derived from Other than General Fund of US-Adjustment","2020-10-01","","1","","00210100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DISSUB","Subsidy Payment from Program to Financing Account, Credit Reform","2020-10-01","","0","DISSUBAJ","00210100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DISSUBAJ","Adjustment to Subsidy Payment from Program to Financing Account, Credit Reform","2020-10-01","","1","","00210100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","JRCR","Appropriation - Other Joint Resolution/Continuing Resolution","2020-10-01","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","RAPPRC","Reappropriation","2020-10-01","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","RAPPRD","Reappropriation","2020-10-01","","0","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","READXFRC","Repayable Advance Transfer, Increase","2020-10-01","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","READXFRD","Repayable Advance Transfer, Decrease","2020-10-01","","0","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","RS","Appropriation - Other Rescission(s)","2020-10-01","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","RSADV","Rescission of Appropriation - Definite - Advance","2020-06-02","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","RSAP","Rescission of Appropriation - Definite - Regular","2020-06-02","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","RSIND","Rescission of Appropriation - Indefinite - Regular","2020-06-02","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","RSINDADV","Rescission of Appropriation - Indefinite - Advance","2020-06-02","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","RSUBADV","Rescission of Unobligated Balances  - Definite - Advance","2020-06-02","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","RSUBAP","Rescission of Unobligated Balances  - Definite - Regular","2020-06-02","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","SW","Surplus, Unavailable for Restoration","2020-10-01","","0","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","SWYE","Surplus, Year End Closing Cancellation of Expired Account Balances","2020-10-01","","0","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","SWYEAR","Surplus, Year-End Closing Cancellation, Unavailable for Restoration","2020-10-01","","0","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2021","2021","","0100","000","01","00210100","Compensation of Members and Related Administrative Expenses, Senate","Congress","SWYERV","Reversal of Surplus, Year End Closing Cancellation of Expired Account Balances","2020-10-01","","1","","00210100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","AP","Appropriation - Definite - Regular","2021-10-01","","1","","00220100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APADV","Appropriation - Definite - Advance","2021-10-01","","1","","00220100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APCRREF","Appropriation - Reestimated Loan Subsidy (Credit Reform)","2021-10-01","","1","","00220100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APDF","Appropriation - Debt Forgiveness","2021-10-01","","1","","00220100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APDLA","Appropriation - Debt Liquidation Appropriation","2021-10-01","","1","","00220100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APIND","Appropriation - Indefinite - Regular","2021-10-01","","1","","00220100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APINDADV","Appropriation - Indefinite - Advance","2021-10-01","","1","","00220100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APINDPYA","Appropriation - Indefinite - PY Upward Adjustment","2021-10-01","","1","","00220100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APINDW","Appropriation - Indefinite - Withdrawn","2021-10-01","","0","","00220100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APINDYEC","Indefinite, Year End Closing Adjustment, Credit","2021-10-01","","1","","00220100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APINDYED","Indefinite, Year End Closing Adjustment, Debit","2021-10-01","","0","","00220100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APLAE","Appropriation - Loan Administrative Expense","2021-10-01","","1","","00220100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APLOCA","Appropriation - Liquidation of Contract Authority","2021-10-01","","1","","00220100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APLOD","Appropriation - Liquidation of Deficiency","2021-10-01","","1","","00220100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APLS","Appropriation - Loan Subsidy","2021-10-01","","1","","00220100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APOTH","Appropriation - Other","2021-10-01","","1","","00220100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","APROP","Appropriation Warrants","2021-10-01","","1","","00220100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","AXFERC","Appropriation Transfer, increase","2021-10-01","","1","","00220100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","AXFERD","Appropriation Transfer, Decrease","2021-10-01","","0","","00220100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","BXFERC","Balance Transfer , Increase","2021-10-01","","1","","00220100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","BXFERD","Balance Transfer , Decrease","2021-10-01","","0","","00220100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","COLFNFAJ","Adjustments to Collections to a Non-Financing Account from a Financing Account, Credit Reform","2021-10-01","","0","","00220100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","COLL","Offsetting Collection","2021-10-01","","1","COLLAJ","00220100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","COLLAJ","Adjustment to Offsetting Collections","2021-10-01","","0","","00220100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","COLLFNF","Collections to a Non-Financing Account from a Financing Account, Credit Reform","2021-10-01","","1","COLFNFAJ","00220100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","CXFERD","Transfers to General Fund Receipt Accounts","2021-10-01","","0","","00220100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DFCXL","Debt Forgiveness - Cancellation of Debt Adjustment","2021-10-01","","1","","00220100","00","","0100","","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DISB","Gross Disbursement","2021-10-01","","0","DISBAJ","00220100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DISBAJ","Adjustment to Gross Disbursements","2021-10-01","","1","","00220100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DISBUR","Upward Reestimate Payment from Program to Financing Account, Credit Reform","2021-10-01","","0","DISBURAJ","00220100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DISBURAJ","Adjustment to Upward Reestimate Payment from Program to Financing Account, Credit Reform","2021-10-01","","1","","00220100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DISFCR","Other Disbursements to the Financing Account, Credit Reform","2021-10-01","","0","DISFCRAJ","00220100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DISFCRAJ","Adjustments to Other Disbursements to the Financing Account, Credit Reform","2021-10-01","","1","","00220100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DISGF","Gross Disbursement of Appropriation Derived from General Fund of US","2021-10-01","","0","DISGFAJ","00220100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DISGFAJ","Gross Disbursement of Appropriation Derived from General Fund of US-Adjustment","2021-10-01","","1","","00220100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DISNGF","Gross Disbursement of Approp & Other Sources Derived from Other than General Fund of US","2021-10-01","","0","DISNGFAJ","00220100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DISNGFAJ","Gross Disbursement of Approp & Other Sources Derived from Other than General Fund of US-Adjustment","2021-10-01","","1","","00220100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
"","","000","2022","2022","","0100","000","01","00220100","Compensation of Members and Related Administrative Expenses, Senate","Congress","DISSUB","Subsidy Payment from Program to Financing Account, Credit Reform","2021-10-01","","0","DISSUBAJ","00220100","00","","0100","Collection, IPC, NTDOPMT, Payment","EXPND","Expenditure","GF","General Fund",
